category,keyword,volume,global_volume,difficulty,parent_topic,intents,source_report,seed_used
governance,ai coding agent,700,2200,22,best ai coding assistants 2026,informational|commercial,search-suggestions,ai coding agent security
governance,ai security companies,250,500,52,ai cybersecurity companies,informational,search-suggestions,ai coding agent security
governance,cursor byok,150,450,no_data,no_data,no_data,search-suggestions,cursor security
governance,ai coding security,150,200,17,ai code security,no_data,search-suggestions,ai coding agent security
governance,codex sandbox,150,800,no_data,no_data,no_data,search-suggestions,codex sandbox
governance,cursor security,150,400,no_data,no_data,no_data,search-suggestions,cursor security
governance,cursor ai security,50,80,no_data,no_data,no_data,search-suggestions,cursor security
governance,codex javascript sandbox,50,70,0,openai sandbox,informational|branded,search-suggestions,codex sandbox
governance,ai coding assistant security,50,100,no_data,no_data,no_data,search-suggestions,ai coding agent security
governance,cursor security review,50,100,no_data,no_data,no_data,search-suggestions,cursor security
governance,cursor ide security,40,60,no_data,no_data,no_data,search-suggestions,cursor security
governance,cursor enterprise security,40,100,no_data,no_data,no_data,search-suggestions,cursor security
governance,cursor security risks,40,100,no_data,no_data,no_data,search-suggestions,cursor security
governance,codex disable sandbox,40,150,no_data,no_data,no_data,search-suggestions,codex sandbox
governance,ai code security audit,40,40,4,code security audit,no_data,search-suggestions,ai coding agent security
governance,codex sandbox mode,30,150,no_data,no_data,no_data,search-suggestions,codex sandbox
governance,openai codex sandbox,30,60,28,sandbox mode,no_data,search-suggestions,codex sandbox
governance,codex cli sandbox,30,100,no_data,no_data,no_data,search-suggestions,codex sandbox
governance,github copilot audit logs,20,50,no_data,no_data,no_data,search-suggestions,copilot audit log
governance,copilot audit logs,20,20,no_data,no_data,no_data,search-suggestions,copilot audit log
governance,cursor ai security concerns,20,30,no_data,no_data,no_data,search-suggestions,cursor security
governance,cursor security concerns,20,20,no_data,no_data,no_data,search-suggestions,cursor security
